CodigoPais;Zona;SucursalAlquiler;Mes;Fecha;Res_CY;Res_LY;Dias_CY;Dias_LY;Rental_rate_rev_CY;Rental_rate_rev_LY;Ancillaries_CY;Ancillaries_LY;SDR_CY;SDR_LY;Origin_App;Brand
ES;Andalusia;AGP;1/5/20;26/5/20;1;8;14;71;112,8588;478,9877;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/5/20;26/5/20;1;;8;;65,94752066;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/5/20;26/5/20;1;;11;;81,0081;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/5/20;28/5/20;35;18;297;174;1802,061836;1505,757548;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/5/20;28/5/20;1;;14;;475,2893;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/5/20;28/5/20;1;3;4;23;54,9673;226,7032504;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;1/5/20;29/5/20;5;8;31;72;405,9571;627,192;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/5/20;29/5/20;1;;14;;117,8182;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/5/20;29/5/20;3;;9;;112,6203;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/5/20;31/5/20;40;12;452;136;3439,701941;1357,282334;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/5/20;31/5/20;3;11;45;106;345,217938;873,8643;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/5/20;31/5/20;5;;40;;306,7486;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/5/20;31/5/20;1;1;7;8;49,5868;88,32231405;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;1/6/20;22;10;263;108;2571,344924;934,1556959;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;1/6/20;5;4;41;40;309,2787;294,57;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;1/6/20;1;;13;;109,4036;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;1/6/20;1;1;10;14;107,3719008;122,0495868;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;3/6/20;29;7;300;82;2528,302193;636,0996372;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;3/6/20;1;;9;;46,0738;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;4/6/20;6;2;44;9;319,2449;100,6365;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;6/6/20;24;21;267;194;2631,542355;1870,689721;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;6/6/20;2;13;19;147;224,2091917;1232,8087;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;6/6/20;3;;30;;238,1228;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;6/6/20;1;1;10;15;84,23140496;212,3966942;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;7/6/20;1;11;8;106;38,0894;857,4948;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;8/6/20;20;11;252;118;2111,623216;923,3852388;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;9/6/20;21;8;205;87;1753,3612;833,0603934;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;9/6/20;2;4;22;48;129,3075;438,3385;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;9/6/20;;1;;7;;78,03305785;;0;;0;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;11/6/20;11;14;114;127;1109,373736;1072,619483;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;11/6/20;2;;7;;64,52882893;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;12/6/20;1;3;7;37;59,0909;368,3804;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;12/6/20;1;;9;;65,9742;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;14/6/20;27;18;326;195;3130,374364;1493,752974;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;14/6/20;3;4;46;34;278,3661;304,1711;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;14/6/20;1;;14;;90,0165;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;15/6/20;3;5;27;63;275,0618;525,4732;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;16/6/20;22;17;255;176;2301,215699;1571,335564;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;17/6/20;27;18;226;182;1371,606402;1743,100507;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;17/6/20;3;6;19;38;136,3277;368,8565;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;17/6/20;1;;18;;139,4309;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;17/6/20;1;;26;;186,9834711;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;19/6/20;11;14;136;163;1619,153243;1623,364765;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;19/6/20;3;;11;;95,29206942;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;19/6/20;3;;36;;391,3148033;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;20/6/20;2;7;28;71;384,901;717,6411083;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;20/6/20;1;;7;;47,5289;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;20/6/20;1;1;13;7;193,3572;67,7687;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;22/6/20;18;9;226;118;2290,273921;1029,954817;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;22/6/20;2;4;24;47;521,6152;490,2467;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;22/6/20;1;;11;;87,3117;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;22/6/20;3;;19;;121,6007;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;23/6/20;4;4;44;56;337,3186;402,3494;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;24/6/20;23;15;302;181;3043,116735;1520,264709;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;25/6/20;19;12;149;142;1362,831117;1355,046647;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;25/6/20;2;3;22;14;341,3497;230,6517;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;25/6/20;2;;26;;253,1107438;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;25/6/20;1;;7;;80,1653;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/6/20;27/6/20;19;32;242;393;2677,344745;3195,35007;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;27/6/20;1;;15;;126,2338;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;28/6/20;4;3;67;29;659,3092;325,6091;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;28/6/20;2;;24;;195,2798;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/6/20;30/6/20;20;7;234;105;1979,603478;1834,522094;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/6/20;30/6/20;;3;;32;;454,7858;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/6/20;30/6/20;1;;10;;84,1558;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;1/7/20;11;2;114;38;1635,959422;730,0743802;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;2/7/20;11;6;116;58;2188,140543;1008,052421;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;2/7/20;2;3;28;22;364,8348;449,4924;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;2/7/20;3;;33;;268,3424;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;2/7/20;;1;;6;;72,70247934;;0;;0;Sigger;Rhodium
ES;Andalusia;AGP;1/7/20;4/7/20;14;14;235;207;3618,813561;3805,085535;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;4/7/20;5;;56;;483,1828579;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;4/7/20;1;1;8;7;113,151;129,3386;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;1/7/20;5/7/20;1;5;7;52;69,8347;1224,1436;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;5/7/20;7;;116;;917,1075;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;7/7/20;10;11;108;177;1534,984878;3229,577349;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;7/7/20;1;3;4;30;67,5844;531,3925;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;7/7/20;3;;34;;274,1763;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;8/7/20;;3;;38;;538,8472;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;9/7/20;9;9;104;113;1665,481717;1702,854606;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;10/7/20;11;14;170;181;2324,714852;3248,2374;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;10/7/20;1;5;21;66;271,524;818,1312;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;10/7/20;1;;15;;116,1915;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;12/7/20;12;5;131;79;2493,29614;1536,77814;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;12/7/20;4;;55;;431,2604645;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;12/7/20;1;;6;;99,5868;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/7/20;13/7/20;;4;;62;;1060,9164;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;13/7/20;2;;19;;148,4203;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;15/7/20;8;11;94;133;1322,701598;2423,504336;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;15/7/20;;1;;14;;210,877;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;15/7/20;1;;9;;92,954;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;16/7/20;3;5;28;54;389,4772;747,8902;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;17/7/20;9;11;114;159;2255,631364;2548,37185;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;18/7/20;19;22;269;292;5154,593262;5387,268059;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;18/7/20;;21;;262;;3710,6498;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;18/7/20;1;;11;;113,6104;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;20/7/20;10;8;119;118;1792,336648;2348,087064;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;21/7/20;;1;;8;;132,4033;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;21/7/20;3;;31;;328,2107;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/7/20;22/7/20;5;5;48;75;569,4441455;1172,024164;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;23/7/20;10;8;127;112;1863,964139;1856,24079;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;23/7/20;;4;;46;;900,8167;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;23/7/20;1;;16;;277,6266;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/7/20;25/7/20;12;10;158;136;3024,15344;2668,689298;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;26/7/20;;5;;59;;709,8822;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;28/7/20;11;2;132;18;1605,047608;287,1622;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;28/7/20;2;3;23;51;265,5642;669,2035;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;29/7/20;1;5;14;73;176,297;979,3967;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;30/7/20;6;14;78;204;833,8877405;3736,715252;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;31/7/20;12;8;188;97;2908,078971;1468,007227;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/7/20;31/7/20;;7;;80;;1599,2924;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/7/20;31/7/20;2;;31;;258,0696091;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/8/20;1/8/20;11;19;155;273;2795,666663;4168,331097;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;1/8/20;;8;;81;;1448,760012;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;1/8/20;;1;;7;;77,94214876;;0;;0;Sigger;Rhodium
ES;Andalusia;AGP;1/8/20;3/8/20;14;10;161;133;2780,416509;1691,94237;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;3/8/20;2;;22;;260,0075463;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/8/20;3/8/20;;1;;14;;138,6446281;;0;;0;Sigger;Rhodium
ES;Andalusia;AGP;1/8/20;4/8/20;1;3;4;40;49,8263;593,1713653;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;6/8/20;12;11;182;151;2618,694213;1913,788096;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;6/8/20;1;2;7;27;78,3058;356,2054;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;6/8/20;1;;5;;56,75206612;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/8/20;7/8/20;;1;;7;;97,7275;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;8/8/20;15;16;180;196;2516,406869;2870,494265;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;8/8/20;;3;;34;;313,4297521;;0;;0;Sigger;Rhodium
ES;Andalusia;AGP;1/8/20;9/8/20;1;3;14;39;193,1261;507,9568;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;11/8/20;12;8;154;106;1661,866043;1218,484473;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;12/8/20;1;;21;;287,5938;;0;;0;;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;13/8/20;6;9;82;112;1529,039814;1346,332298;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;14/8/20;9;6;116;71;1716,209931;863,9496446;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;14/8/20;2;;38;;680,8445;;0;;0;;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;14/8/20;1;;14;;147,2727;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/8/20;14/8/20;1;;11;;713,7331;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/8/20;16/8/20;13;3;137;26;1763,843664;265,2287;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;17/8/20;4;1;37;7;454,4545;92,562;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;17/8/20;2;;19;;149,281;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/8/20;17/8/20;1;;9;;208,9164;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/8/20;19/8/20;8;5;87;51;1069,774307;505,9500397;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;20/8/20;1;1;11;10;134,548;68,04132231;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;20/8/20;2;;9;;71,4349;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/8/20;21/8/20;7;7;89;82;1690,837464;1253,882043;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;22/8/20;4;11;40;98;1251,161939;1238,499961;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;22/8/20;1;4;17;47;250,0785;506,0414;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;22/8/20;3;;38;;286,6847587;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/8/20;24/8/20;3;4;35;48;425,6578876;381,0066479;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;25/8/20;1;;12;;112,6972;;0;;0;;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;27/8/20;;4;;55;;588,886;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;27/8/20;1;;7;;55,562;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/8/20;28/8/20;;1;;2;;53,7278;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;29/8/20;9;10;94;130;1227,246513;1006,431324;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;30/8/20;6;5;95;57;1540,908516;448,9293579;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/8/20;30/8/20;;1;;14;;161,8365;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/8/20;30/8/20;2;;12;;100,987;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/9/20;2/9/20;3;2;37;28;594,862614;212,7447;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;2/9/20;2;;27;;329,2403;;0;;0;;Sigger;InterRent
ES;Andalusia;AGP;1/9/20;2/9/20;;1;;15;;239,8909;;0;;0;Sigger;Rhodium
ES;Andalusia;AGP;1/9/20;4/9/20;2;2;21;24;273,229505;241,7413;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;5/9/20;10;7;123;82;1800,233988;1415,381161;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;5/9/20;;4;;41;;413,4102;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/9/20;7/9/20;3;3;40;39;501,6009132;345,5487;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;8/9/20;1;;7;;80,3719;;0;;0;;Sigger;InterRent
ES;Andalusia;AGP;1/9/20;10/9/20;2;2;19;29;293,5872612;171,5285603;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;10/9/20;1;1;12;10;152,2691;115,8322;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;1/9/20;10/9/20;1;;9;;188,4331;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/9/20;11/9/20;1;;9;;134,3113;;0;;0;;Sigger;InterRent
ES;Andalusia;AGP;1/9/20;11/9/20;1;;16;;227,8158;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/9/20;12/9/20;5;9;59;101;1140,708269;1463,16604;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;13/9/20;6;2;62;32;802,6881479;300,9714967;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;15/9/20;4;2;53;30;566,3355107;275,9917355;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;16/9/20;1;;14;;117,8182;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/9/20;18/9/20;1;5;17;49;242,6933;385,8512397;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;18/9/20;1;;16;;126,9988;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/9/20;18/9/20;1;;12;;175,1095;;0;;0;;Sigger;Rhodium
ES;Andalusia;AGP;1/9/20;19/9/20;;1;;14;;179,863;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/9/20;19/9/20;2;;21;;258,2479;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/9/20;20/9/20;1;;11;;162,0939;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;21/9/20;3;;28;;328,0050694;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;21/9/20;;1;;16;;126,6354;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/9/20;23/9/20;3;1;33;15;469,8333;133,0103;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;23/9/20;1;;12;;98,6919;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/9/20;24/9/20;;1;;11;;120,9309;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/9/20;24/9/20;1;;4;;31,7497;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/9/20;26/9/20;3;7;28;103;392,5341207;1373,355137;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;26/9/20;1;;6;;55,78595041;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/9/20;28/9/20;1;;9;;144,2419;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;29/9/20;1;;15;;247,4056;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/9/20;29/9/20;1;;8;;82,31363636;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/10/20;1/10/20;;1;;14;;161,0162;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/10/20;3/10/20;1;4;7;28;225;327,2311636;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/10/20;3/10/20;1;;14;;184,0721;;0;;0;;Sigger;InterRent
ES;Andalusia;AGP;1/10/20;3/10/20;1;;10;;79,3743;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/10/20;4/10/20;;1;;5;;129,7521;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/10/20;4/10/20;2;;17;;132,6411;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/10/20;5/10/20;2;1;16;6;231,798;52,6031;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/10/20;6/10/20;1;;7;;109,9173554;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/10/20;6/10/20;;1;;4;;84,3917;;0;;0;Sigger;InterRent
ES;Andalusia;AGP;1/10/20;8/10/20;;3;;23;;303,8000355;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/10/20;8/10/20;1;;9;;128,1464;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/10/20;9/10/20;2;;14;;155,2314;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/10/20;11/10/20;1;2;13;20;259,0165289;283,1324331;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/10/20;13/10/20;;2;;15;;214,7934107;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/10/20;14/10/20;1;;4;;107,9273;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/10/20;17/10/20;1;;6;;46,4779;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/10/20;19/10/20;1;;10;;77,4616;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;1/10/20;21/10/20;1;;4;;196,2338;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/10/20;24/10/20;1;;7;;109,5041322;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;1/10/20;24/10/20;1;;7;;58,9091;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGT;1/1/20;2/1/20;19;8;60;32;638,1107;332,8891;1064,6362;639,3814;113,8017;38,0165;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;3/1/20;15;12;73;43;618,9261;696,9975;921,9423;1042,2313;166,9422;159,2975;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;3/1/20;1;1;5;1;22,6855;30,8839;0;0;53,719;0;Sigger;Rhodium
ES;Andalusia;AGT;1/1/20;5/1/20;4;3;33;8;143,5565;89,9009;554,3932;228,719;93,6363;76,033;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;8/1/20;5;7;26;22;161,0228;187,4932;476,4333;530,8327;42,9752;19,0083;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;10/1/20;5;11;40;49;225,274;530,2796;487,5187;942,6035;37,19;63,6363;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;11/1/20;3;7;16;33;82,3169;156,4896;95;555,5785;0;187,7355;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;11/1/20;2;;5;;52,8387;;163,3885;;6,5702;;Sigger;Rhodium
ES;Andalusia;AGT;1/1/20;13/1/20;6;15;19;66;110,7347;448,761;323,7851;1295,083;0;104,0909;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;16/1/20;10;16;39;43;314,3891;303,7601;717,0144;792,4793;78,1818;170,2479;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;16/1/20;;1;;3;;13,0907;;61,9421;;0;Sigger;Rhodium
ES;Andalusia;AGT;1/1/20;18/1/20;7;9;25;14;130,2764;109,8547;333,1985;278,8016;26,4048;37,1901;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;18/1/20;1;;4;;12,1792;;47,2645;;0;;Sigger;Rhodium
ES;Andalusia;AGT;1/1/20;19/1/20;1;1;7;2;41,3226;18,4718;54,5372;0;0;0;Sigger;Rhodium
ES;Andalusia;AGT;1/1/20;21/1/20;11;10;38;31;182,3731;201,6224;786,4133;635,7504;185,9504;48,7603;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;21/1/20;2;1;8;4;17,5814;24,6377;72,157;0;0;0;Sigger;Rhodium
ES;Andalusia;AGT;1/1/20;23/1/20;9;12;28;33;126,6235;194,6269;650,8763;532,0312;57,7273;63,6364;Sigger;Goldcar/Pulsar
ES;Andalusia;AGT;1/1/20;24/1/20;11;12;35;31;205,1676;251,1892;473,6777;650,4589;0;74,2974;Sigger;Goldcar/Pulsar
