CodigoPais;Zona;SucursalAlquiler;Mes;Fecha;Res_CY;Res_LY;Dias_CY;Dias_LY;Rental_rate_rev_CY;Rental_rate_rev_LY;Ancillaries_CY;Ancillaries_LY;SDR_CY;SDR_LY;Origin_App;Brand
ES;Andalusia;LEI;1/7/20;18/7/20;4;5;51;69;1212,533869;1093,206318;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/7/20;18/7/20;;1;;7;;91,9418;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/7/20;19/7/20;3;2;48;21;719,7041289;257,3462;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/7/20;20/7/20;2;;23;;367,5969;;0;;0;;Sigger;InterRent
ES;Andalusia;LEI;1/7/20;21/7/20;;2;;49;;466,1239471;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/7/20;21/7/20;;1;;11;;232,0773;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/7/20;24/7/20;1;2;28;38;156,281;197,6032793;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/7/20;26/7/20;4;2;49;29;980,3830008;408,617976;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/7/20;26/7/20;;1;;17;;252,6902;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/7/20;27/7/20;;1;;17;;247,1900826;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/7/20;29/7/20;1;3;16;55;244,2727273;577,4628;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/7/20;29/7/20;;2;;19;;397,9713;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/7/20;31/7/20;;1;;7;;193,3886;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/8/20;1/8/20;;1;;17;;239,4628099;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;1/8/20;;2;;33;;508,4045;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/8/20;2/8/20;2;3;22;53;461,446281;823,8495612;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;4/8/20;;2;;35;;663,768595;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;6/8/20;;1;;7;;95,6611;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/8/20;9/8/20;3;1;38;14;653,7265339;377,6280992;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;10/8/20;1;4;14;28;227,281;433,983481;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;12/8/20;1;1;11;21;382,7041;121,0992;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;15/8/20;;3;;35;;525,3836017;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;18/8/20;;1;;14;;265,7024793;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;22/8/20;;1;;14;;180,7273;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/8/20;23/8/20;;1;;16;;251,5967;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;25/8/20;;1;;28;;462,8182;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;26/8/20;1;;14;;481,3140496;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/8/20;30/8/20;;2;;25;;271,0909091;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/9/20;1/9/20;;2;;48;;2760,566692;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/9/20;3/9/20;;2;;14;;211,7772;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/9/20;3/9/20;;1;;10;;193,3727;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/9/20;6/9/20;;1;;14;;245,1404959;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/9/20;8/9/20;;1;;4;;85,18181818;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/9/20;9/9/20;2;1;14;4;440,6859504;79,3673;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/9/20;11/9/20;;2;;32;;223,1405;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/9/20;15/9/20;;1;;11;;127,201;;0;;0;Sigger;Rhodium
ES;Andalusia;LEI;1/9/20;16/9/20;;1;;14;;269,2873;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/9/20;19/9/20;;1;;7;;121,4876;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/9/20;21/9/20;;1;;21;;401,4297521;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/9/20;24/9/20;;1;;10;;175,881;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/9/20;26/9/20;;1;;7;;157,2316;;0;;0;Sigger;InterRent
ES;Andalusia;LEI;1/9/20;27/9/20;;1;;9;;82,6446;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/10/20;2/10/20;;1;;7;;103,3055;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/10/20;7/10/20;1;;5;;130,2561983;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/10/20;14/10/20;;1;;14;;173,553719;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;LEI;1/10/20;17/10/20;;1;;7;;72,562;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;3/1/20;6;4;117;42;351,7558;357,7771;975,7293;619,7562;43,9752;22,314;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;4/1/20;5;;68;;222,5453;;888,1469;;53,3388;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;6/1/20;3;7;42;156;120,6611;620,3365;553,1525;1099,6284;53,719;90,0826;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;6/1/20;;1;;1;;9,9498;;49,5455;;99,1736;Sigger;Rhodium
ES;Andalusia;QRL;1/1/20;9/1/20;3;;84;;292,719;;835,0002;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;11/1/20;3;;52;;66;;683,6819;;72,5372;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;17/1/20;3;;29;;64,4628;;430,0106;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;20/1/20;1;2;2;32;6,3306;145,8512;52,4442;270,9917;0;19,0083;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;22/1/20;1;2;28;38;99,1984;115,9215;181,7769;315,3347;14,876;0;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;25/1/20;1;;8;;22,7522;;128,2294;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;27/1/20;3;2;20;49;41,6087;115,6198;315,5909;477,5207;32,8512;0;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/1/20;28/1/20;1;;7;;17,7686;;0;;0;;Sigger;Rhodium
ES;Andalusia;QRL;1/1/20;30/1/20;1;1;28;28;82,6446;145,4545;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/2/20;3/2/20;;1;;7;;24,2148;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/2/20;10/2/20;;1;;4;;22,90082645;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/2/20;18/2/20;1;;7;;33,27272727;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/2/20;21/2/20;1;;5;;40,82644628;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/2/20;24/2/20;1;;4;;22,61983471;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/2/20;25/2/20;;1;;10;;29,476;;0;;0;Sigger;InterRent
ES;Andalusia;QRL;1/2/20;27/2/20;1;1;28;28;82,6446;132,2314;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/3/20;26/3/20;1;;28;;82,6446;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/4/20;23/4/20;1;;28;;90,9091;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/5/20;5/5/20;;1;;11;;94,741;;0;;0;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/5/20;13/5/20;1;;6;;91,11570248;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;QRL;1/6/20;16/6/20;;1;;4;;53,6466;;0;;0;Sigger;InterRent
ES;Andalusia;QRL;1/7/20;16/7/20;;1;;15;;294,1438;;0;;0;Sigger;InterRent
ES;Andalusia;QRL;1/8/20;1/8/20;1;;12;;189,5362;;0;;0;;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;2/1/20;8;16;38;57;306,3531;551,8065;617,1075;574,9027;149,7448;141,8606;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;2/1/20;8;18;36;112;328,4691;738,0449;496,9504;812,8574;221,2051;218,4618;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;3/1/20;106;60;735;399;3500,0018;2307,3434;8322,69;4827,4613;2068,7226;1369,3424;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;4/1/20;4;7;21;57;116,8223;347,6406;336,5765;345,4628;36,272;147,1112;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;5/1/20;78;53;858;442;2455,51;1660,1042;5837,6489;3596,7508;1411,5238;1111,7883;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;5/1/20;10;19;55;126;211,1188;478,3083;869,6444;1160,7366;161,3395;197,9505;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;5/1/20;1;4;8;11;23,0063;43,6639;117,2397;52,9504;11,2197;8,1654;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;6/1/20;63;74;642;727;1538,9982;2507,697;4078,3973;6004,9493;816,9872;1844,9847;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;7/1/20;18;29;191;222;637,7652;343,7025;865,4242;1378,1215;141,8444;363,1578;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;7/1/20;1;9;5;43;30,0826;75,435;115,4545;433,8182;47,1223;165,7105;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;8/1/20;69;65;413;402;1664,6907;1155,6198;4863,1747;4615,2566;853,0929;1209,0846;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;8/1/20;20;23;127;199;297,922;496,3544;935,8854;783,5114;98,7019;138,8403;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;10/1/20;19;22;79;99;217,4285;262,5306;768,3119;736,9174;76,4555;304,561;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;10/1/20;6;10;18;44;112,8547;66,8262;281,4091;372,9152;31,5453;36,0121;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;11/1/20;55;57;358;347;1177,8398;1179,3821;3518,8283;4254,6357;481,215;1017,0776;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;12/1/20;2;20;9;125;13,6201;314,9104;196,6115;1081,5434;16,8185;291,5605;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;13/1/20;74;55;460;248;1500,1702;497,1709;4815,5962;4125,125;1295,4828;1055,9965;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;13/1/20;15;15;55;83;78,4887;114,0931;877,6697;885,1223;73,3503;210,2512;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;13/1/20;2;5;14;19;97,8808;33,7294;299,628;110,7025;31,8008;9,6003;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;14/1/20;71;55;538;322;1770,4952;960,1069;5183,2911;4501,9152;772,8317;825,9058;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;15/1/20;18;26;89;142;303,1139;317,6063;836,5829;1319,5985;125,0063;229,9336;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;15/1/20;3;16;22;66;87,9923;95,5903;66,0744;518,9794;12,1269;183,9777;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;16/1/20;80;71;475;401;1525,3412;1099,8861;5427,4986;4285,2387;810,6836;1047,747;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;16/1/20;21;35;101;190;202,4406;323,599;682,3994;1543,8592;71,5105;344,8609;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;18/1/20;15;23;111;178;204,741;228,9267;897,9505;907,7251;190,4482;166,4673;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;18/1/20;3;22;16;106;5,169;156,4503;130,5372;794,436;10,8565;79,049;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;19/1/20;50;66;353;433;1206,1804;859,4501;3897,0772;4842,3491;791,0872;1330,6813;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;20/1/20;5;14;22;75;41,2852;106,6168;326,5538;735,5801;29,4114;69,9277;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;21/1/20;76;71;425;393;1552,351;683,9778;5427,7229;5027,1623;1282,4973;1328,5377;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;21/1/20;21;24;123;167;231,4055;168,3755;1019,1229;1072,564;175,9235;137,1234;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;21/1/20;6;9;44;31;34,5684;45,8991;200,4546;503,0187;18,8016;41,8734;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;22/1/20;74;80;517;495;1746,7237;1008,69;5639,4498;5678,8561;1356,7358;1424,9585;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;23/1/20;27;25;116;149;242,2968;286,615;1220,5252;1175,8544;201,5717;401,1534;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;23/1/20;7;21;25;75;91,3525;210,6809;364,2976;834,5973;20,8024;260,4655;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;24/1/20;96;90;485;463;2515,2845;913,7453;6117,7557;5757,0846;1150,7243;1407,1128;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;24/1/20;24;38;100;175;142,7753;257,626;1173,8637;1421,9723;231,8699;221,4026;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;26/1/20;22;26;121;211;176,2309;283,5246;1231,3639;1274,6418;218,0368;102,8682;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;26/1/20;4;9;9;43;2,0373;97,6187;168,3285;429,1881;13,6128;117,192;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;27/1/20;78;53;589;336;1043,7392;567,1181;5018,6719;4043,6598;1094,3566;777,1359;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;28/1/20;9;8;58;47;240,2896504;108,84;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;29/1/20;43;43;274;275;666,7330074;967,9108826;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;29/1/20;20;18;148;82;137,6805983;292,8729372;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;29/1/20;8;8;29;27;65,0007;75,0073;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/1/20;30/1/20;78;44;474;194;1415,239229;549,706162;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/1/20;31/1/20;34;22;145;89;202,3275322;438,246876;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/1/20;31/1/20;2;14;6;71;1,456;213,5526281;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;1/2/20;19;19;117;114;338,9266364;251,8070959;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;1/2/20;4;14;32;52;12,5022;130,0446471;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;2/2/20;39;25;269;187;912,686714;642,8273405;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;3/2/20;1;10;3;74;14,2382;153,2361;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;4/2/20;31;21;236;153;533,2670207;414,363614;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;4/2/20;8;7;61;56;204,1766017;91,53599174;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;4/2/20;5;7;35;32;49,0826;65,502;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;5/2/20;24;27;212;186;553,4135909;765,6565711;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;6/2/20;14;16;97;77;441,7732942;211,0755669;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;6/2/20;;6;;52;;185,9592;;0;;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;7/2/20;52;47;270;236;1136,394721;1066,892292;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;7/2/20;11;23;69;118;149,3585;220,8178;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;9/2/20;9;17;58;152;97,77292231;448,3756;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;9/2/20;1;10;7;80;58,8845;186,5471;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;10/2/20;31;26;220;196;1030,696573;793,5585826;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;11/2/20;2;10;15;52;69,1543;78,1262;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;12/2/20;48;28;284;162;644,8584645;555,9193041;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;12/2/20;12;20;54;145;112,0629959;429,9263149;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;12/2/20;5;5;29;31;63,0717;71,54885537;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;13/2/20;50;32;310;189;810,7903793;560,7191455;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;14/2/20;24;14;102;84;313,7487793;198,1659793;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;14/2/20;3;5;12;38;43,1385;177,4536;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;15/2/20;55;31;405;229;1037,928093;823,7125504;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;15/2/20;20;13;144;94;395,1755;355,0104248;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;17/2/20;5;10;24;73;82,71231901;333,8918298;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;17/2/20;2;2;9;6;18,6047;6,8149;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;18/2/20;37;28;218;200;677,4774413;682,7460157;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;19/2/20;1;7;7;44;2,0826;45,5969;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;20/2/20;53;22;343;121;1083,69536;541,346081;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;20/2/20;15;14;63;88;127,5000372;282,3510926;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;20/2/20;2;6;21;51;32,3536;116,6636;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;21/2/20;53;29;245;141;1218,216341;680,9188488;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;22/2/20;19;20;105;129;145,9462587;537,7789;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;22/2/20;3;4;15;49;29,6754;293,9507;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;23/2/20;45;20;291;124;725,5792182;836,9636438;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;23/2/20;17;15;107;105;292,0686248;317,1699818;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;24/2/20;6;6;42;53;159,4691;289,1394182;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;25/2/20;11;10;67;67;70,08289339;150,4189149;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/2/20;25/2/20;2;6;11;36;9,3854;117,2874;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;26/2/20;46;22;316;138;850,1347653;725,3211711;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;27/2/20;1;9;7;53;2,3223;240,0851603;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/2/20;28/2/20;37;56;211;291;718,4546256;1252,720692;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/2/20;28/2/20;22;20;103;111;416,6114926;533,3828;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;1/3/20;1;6;20;44;52,6376;283,2879;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;1/3/20;1;4;21;25;101,7283;93,95360744;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;2/3/20;16;17;146;117;458,9566322;712,4594413;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;2/3/20;5;11;31;56;70,033;256,3537;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;4/3/20;5;3;35;14;69,73456694;41,77689917;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;4/3/20;3;1;12;7;46,9958;21,7353;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;5/3/20;34;19;237;100;896,602205;444,4333769;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;6/3/20;1;3;7;10;76,4463;94,54466198;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;7/3/20;20;16;162;136;628,3362;490,6194091;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;7/3/20;5;4;26;23;82,5185;113,9121744;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;7/3/20;1;4;8;26;6,6611;158,3077;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;8/3/20;14;9;118;70;356,7121174;344,681376;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;9/3/20;2;3;10;27;9,6658;73,8048;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;9/3/20;;1;;14;;91,6121;;0;;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;10/3/20;15;7;87;61;308,2204744;288,5120934;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;10/3/20;6;3;59;23;161,1503;74,3591;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;12/3/20;10;4;47;35;218,3348719;167,3873;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;12/3/20;1;3;3;14;129,3431;83,31873058;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;13/3/20;17;10;97;69;265,7598149;194,4199;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;14/3/20;;7;;30;;102,7556;;0;;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;15/3/20;13;9;102;58;326,1575636;294,6806612;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;15/3/20;10;3;76;17;257,1196;98,3263;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;16/3/20;19;7;173;40;549,5562;328,351586;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;17/3/20;7;2;79;19;222,1132174;67,9611;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;17/3/20;1;1;9;5;8,4305;10,6224;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;18/3/20;20;6;190;47;628,7127992;266,3006669;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;18/3/20;9;4;72;20;296,3679793;39,5473;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;19/3/20;;1;;4;;32,74380165;;0;;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;20/3/20;18;9;101;55;257,587424;262,9215388;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;20/3/20;3;6;34;34;141,5277;71,7738;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;20/3/20;1;;7;;90,9091;;0;;0;;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;21/3/20;38;11;315;74;974,0720909;267,0297099;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;22/3/20;6;5;34;48;148,1110281;125,3921;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;22/3/20;1;3;10;17;24,211;123,489;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;23/3/20;13;4;95;20;301,1511793;81,9011;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;23/3/20;5;4;47;18;125,774;200,1075;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;25/3/20;4;6;12;30;165,81;89,9044;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;25/3/20;1;1;4;5;16,1424;8,6533;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;26/3/20;20;5;147;25;628,6230099;67,24070826;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;27/3/20;2;5;7;24;6,4636;55,9523;0;0;0;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;28/3/20;28;8;211;52;541,0092818;231,3742099;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;28/3/20;12;11;107;72;212,7596231;346,5319;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;28/3/20;;1;;7;;41,7767;;0;;0;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;29/3/20;12;2;108;13;348,6511942;53,18885372;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;SVQ;1/3/20;30/3/20;4;6;50;37;102,0691;289,6341;0;0;0;0;Sigger;InterRent
ES;Andalusia;SVQ;1/3/20;30/3/20;1;;6;;9,1117;;0;;0;;Sigger;Rhodium
ES;Andalusia;SVQ;1/3/20;31/3/20;17;6;173;46;584,3944736;254,4771479;0;0;0;0;Sigger;Goldcar/Pulsar
